merchant_id,t1_num,t2_num,avg_late_fulfillment_days
007203e95299b072b3a5e6f1f3d4c725,1,1,3.3076923076923077,-1.2307692307692308
00752d4f1126a47a258e14ca98685786,1,1,3.6,-0.2
0075f27de8b7d47e87ab6969dac55433,1,2,1.1791044776119403,-1.5671641791044776
007a756c2784939fc12c1b09b448c175,1,1,0.73333333333333333333,-2.7333333333333333
00837adcbf018255e8a069691476349f,1,1,3.3333333333333333,-0.33333333333333333333
008425a82a6f7bd5e2763c5fac9c46e7,1,1,3,0
0088b5b395a477d268ce487544ea4738,1,1,2.5,-2.5
008bfef4efdd575ac3e9a5c0c43661e9,1,1,1.6956521739130435,-3
009320350becb26478aa196cf5163e8f,4,4,2.2916666666666667,-1.2916666666666667
0093d33617e8d18786c3e3b5bae009a3,1,1,1.7592732778198335,-1.1370174110522332
0093fe2eedeb098315bf9251da1a5f03,1,1,2,-2
009730d34197a205d5f1b03804a118a8,1,1,1.25,-2.4166666666666667
0098df6528e402d2ee740ec568c27967,1,3,1.8181818181818182,-1.5454545454545455
0099443c6f86971aa64cce32748bec99,1,2,1.6486486486486486,-1.9594594594594595
009b43fb969ff1c89f0a919d33b70ecf,3,5,2.4680555555555556,-1.1145833333333333
00a0072866e151e12d9518d19424963a,1,1,2.4,-1
00a2c01b0d106174280311c645ffe21f,1,1,1.1578947368421053,-2.4736842105263158
00a68dc6f955c5819a5464404bb0ef6a,2,2,2.0666666666666667,-1.55
00a88476f623e4b554a2277fa4de42a0,3,5,1.4777777777777778,-2.9222222222222222
00aab6ea789c017a4838bd42383f51f7,2,2,1.8461538461538462,-2
00ab8c504446113c5a78c970fb2d710f,1,1,1.9333333333333333,-1.7333333333333333
00ad4587c5c242e23703ec19d8495824,1,2,2.6107871720116618,0.13702623906705539359
00afce384540ce1ed5a4eafc36764159,1,3,1.9006211180124224,-0.70186335403726708075
00b05be5080325d49fd5771d37fe58ad,1,1,2.4375,-0.75
00b546d495d29ea025af220831ceee42,1,1,2.1875,-0.125
00bc3bd0ce1e9e73dca1ec350866fe52,2,2,3.0769230769230769,-0.23076923076923076923
00c186c34994ba267053da1341fc5ffd,1,1,3,0
00c37b7a1f13daf967813da9b68937f3,1,1,4.0434782608695652,-0.4782608695652173913
00c732314b3dc955a8fc15f24ac22aa5,1,1,1.8333333333333333,-1.5
00c8f06f0cdb1b1f9331d92f4656d560,1,1,2.1054852320675105,-1.3945147679324895
00c9761570bf06f1a1cbe59075518b0e,4,6,2.3898305084745763,-1.0847457627118644
00cc2eba661f2b4e2105c23de92c72e3,1,1,1.1938775510204082,-1.9846938775510204
00ccd2509099f53e1338cd732b9cbbb7,1,5,2.6626065773447016,0.04993909866017052375
00d4e0aa728e91def3ee7293fcda8670,1,1,2,-1
00dbfd8e8a227ad3db71ba7b32f57fb5,1,1,2.1968085106382979,-2.1968085106382979
00e0110785e648e8fdcb880c86d0f014,1,1,2,-2
00e3fc1d6b2a8569e99d958db4d6e14d,1,2,2.0434782608695652,-1.5217391304347826
00e462ed7e5598f89b8c2b8ada1add7a,1,1,2.6666666666666667,-0.66666666666666666667
00e4b6ac35cb4bb52da9aacfdecea8b2,1,1,1,-3
00e86c44202a3f01a5d3e3543dcc8d55,1,1,2.8421052631578947,-2.4210526315789474
00e9de08dddfe2521abb83e8fbc041c4,1,2,1.8048780487804878,-1.7682926829268293
00f78cde29bb8610bbff01c5bd6c47b3,1,1,1,-2.6666666666666667
00f8e7cd652928cc21bad69b97a28a3f,1,1,2.3333333333333333,-0.5
00fae5fc28cb7bd60be9ab6609b9bbf7,3,4,2.0482180293501048,-1.4842767295597484
00fc743b385f1c7cbf52cc496fa54907,1,1,0.5,-3
00feedfa18c15e7c86e5afbf6e728993,1,1,1.8,-2
00ff8b013177187aaf6f751e785328f6,1,1,2,-1
010036f8916f9feae80f97a35b101f1d,1,2,1.3478260869565217,-2.0217391304347826
01021c638c5f1920e5e9a5f9e43f6e5e,2,3,1.6363636363636364,-1.7575757575757576
01044cfd18dd5c0cde26733c11a3b542,1,1,5,1
010761222373afed0c304c14cd9a8cc0,1,1,3,-1
010b229957fa385ab3198cbaad6e4e59,1,3,5.1395348837209302,-1.8372093023255814
010e6eb6412b5cb783c1015ca8ca40ab,1,1,3,0
01132a7c864e3a1c3e7a872392f4e42e,2,3,2.4313725490196078,-0.82352941176470588235
0113d87cf102cca53bf9b0d1531442aa,1,2,1.9194630872483221,-1.651006711409396
01161aaa0b6d1345dd8fe4e481144d84,3,3,2.6698943661971831,-2.9234154929577465
011b01ca56ee758927a66be61a5bcc85,2,2,2.0833333333333333,-1.5
0124b431b5f5ec31102026abc3531f2f,1,1,3.3076923076923077,-1.5769230769230769
01254b7e089987fbcbaa659199d6e64c,1,1,2.0654205607476636,-1.4018691588785047
012632d2b06f515409d7accd2fe1d6cb,1,3,1.2941176470588235,-2.3235294117647059
0126af625c72ec0fd0a0b834308d3082,1,1,1,-4
0128a9101170b3ae4ba30a596673fa76,2,2,1.7368421052631579,-2.2105263157894737
0128f24f1f135d979fa84ce9dcd37f9f,1,1,1.9714285714285714,-1.9428571428571429
012a7e2d6e350a7ca98e33cbed8be478,5,10,2.5774144098109351,-1.4174757281553398
013154403b9d27634b2ce368eadbe1ca,2,2,1.6111111111111111,-5.3888888888888889
0132611432738efda23df46ac63566ca,1,1,1.5,-2.5
0132aa31975919090c559d6d4175bc56,2,2,1.9090909090909091,-1.5
0132cbf286123e999adc67e23a9397fe,2,2,1.85,-1.6
0132d7c0e3afb7edf5035f8d218ead79,1,1,1.3636363636363636,-2.3636363636363636
0139266877771d61f301725cd29cdb86,1,1,2.4090909090909091,-2.4545454545454545
013c362a9dc3d7d359bdd7cebdf6acaa,1,1,3.7,0.2
013d407166ec4fa56eb1e1f8cbe183b9,1,2,3.3923541247484909,-0.35613682092555331992
01409f7f7f2bd5ec0c1755b362e9db6e,3,4,2.8421052631578947,-1
014774b1e37bcdbf0a5c55697546040b,1,1,1,-1.6666666666666667
0147e54353f146b32fb562fed85141ff,1,1,1,-1
0147fa9611db0b7cd706139ae2170494,1,2,2.6030534351145038,-1.0419847328244275
014951e6cd4b309b015ac4589a5bc0a8,1,1,2.3714285714285714,-2.3428571428571429
014e9a539b0a40ad7f66d375722ec86e,1,2,1.5432098765432099,-2.037037037037037
01508de355b3ac040610aa81f0e5b185,1,1,2.3076923076923077,-1.3076923076923077
015270782633c0b15af75b25322cad03,1,1,2.8571428571428571,-0.71428571428571428571
01584ecac98696299889eaf9999e1b7b,1,3,2.5604238258877434,-0.85839060710194730813
0159da3047870d346f6999757220e95e,2,4,1.3962108731466227,-2.0939044481054366
015ba695df10dcb2fdefc2b948f1db45,1,1,2.3529411764705882,-1.9411764705882353
015c7f02c2cbef6e8be18a63eb39fb66,1,1,6,2
01637912acfaa38b2879637876c2f087,1,1,2,-1.8666666666666667
016bbae8f4e671b66eb6c5ba82bfe870,1,1,1.25,-2.25
016c51f17e526f4629f69166ae8d41d0,2,2,5.125,0.875
016dda407fff9ed48128da45058b0366,1,4,1.8109048723897912,-1.8097447795823666
0171506e0818c24f1c01d1aafc5de8ff,1,13,1.4059511158342189,-2.2964930924548353
0173323af651e967d638c3048c21a6a3,2,3,2.2104018912529551,-1.4799054373522459
0176868e1a91d62a119ee54b5f69c83d,1,1,4,0
01768b3b0ea1c04e642463292cc4a366,1,1,2.8333333333333333,-0.75
0177ed6be3d9fc33b965e6e7a8534a81,1,1,1.4989247311827957,-2.1870967741935484
0178653660403a821a543d63efe814ba,3,9,1.9932835820895522,-1.4992537313432836
017bc6dd155098860945dc6249c4e9bc,1,2,2.2,-4.4
017e3cdfbb52cd9828ec3136354c54b2,1,3,2.7195121951219512,-0.36585365853658536585
01855f0cb9a656fa40d4b59ae484a8ae,1,1,3.4285714285714286,-0.42857142857142857143
0188fc0709607e6ddd2afc4382c4b3e1,1,2,4.75,1
018a26c061aa0ec4448ad115bda301c6,1,1,1.25,-2.5
018e3f082dfe6a493db5351abcaac5b8,5,7,2.906,-0.574
018f418df303f0090d6f81837408e107,1,1,2.0588235294117647,-1
019059823f48e01d3dc9e864a371605f,2,2,2.4444444444444444,-1
0190bee478481861793abb15d52b9638,1,1,2.0975609756097561,-3.2682926829268293
0190fadb841d7ed83e29cca2a745bc2f,1,2,1.3984962406015038,-1.0015037593984962
019a975efcb8ca1e411223e52fc89cf2,1,1,2.2285714285714286,-1.2571428571428571
019d3e5eef8b966f2a698d6835e35130,1,1,1.2777777777777778,-2.0555555555555556
01a0eb84f0ea44688ac2ab93391a399d,1,1,2,-1
01a59562d8e6963980a9b9c825b6f6d7,1,1,5,1.6666666666666667
01ad78c33cf1fcaf447971fa919a96b7,2,4,1.2224025974025974,-1.3522727272727273
01ae20cfac3c767afdc8c7a4515c8511,1,4,1.3868894601542416,-1.4794344473007712
01af80ac51b36e191ccef4f1e36851e3,1,1,2.6666666666666667,-0.95238095238095238095
01b0d1b5a3812eded622df653d3cd482,1,6,1.975609756097561,-0.56097560975609756098
01b2d3cd2e4d7a3b96251eadd9ecbab1,1,1,2.8240740740740741,0.31481481481481481481
01b4c766324890206fd9c3236aea50f8,1,1,1.2666666666666667,-3.4666666666666667
01b64625b4b39fb174b48c23e9fe7b08,1,1,4.1,0.4
01bbd8f95cd042e965e53b0a85354bd3,2,2,1.7205882352941176,-1.6617647058823529
01bbf9d4a48715a553140dc12257737d,1,1,2.6,-0.6
01c1e6e5952ec5bc45a65ca324579711,1,1,1.9152542372881356,-1.7288135593220339
01c1f5bc3848adf36537a59a6fdaafa6,1,1,1.3333333333333333,-2.6666666666666667
01c50ab3e21b90c6f5fa34d1a5709eda,1,1,3.6666666666666667,0
01c536e431c4f99277130978b38461bf,1,1,2.9387755102040816,-0.77551020408163265306
01cb0cfa4ce10d2c3af203bc2bf8cc32,1,1,1.75,-1.9
01cc9bcfcd567d83304a3843b7169ba1,1,3,3,-1.5555555555555556
01cdfc283f877893584c10b6f461f0e2,1,1,1,-2
01d55a25c7bc13d4d3f8b18f659ca455,1,1,1.5,-2.1428571428571429
01d78762404bda95e72a3f612703cd77,2,2,2.6666666666666667,-2
01dbb59de12641e7d43f38a51ea4e603,1,1,2.2307692307692308,-1.3846153846153846
01df78d65072e655cdc1a6f1c46432ac,1,2,3.3,-0.8
01e3e50deb2d5cc8772b4e099e69d52b,1,1,2.5,-1.3333333333333333
01edfe9e99c2cb54c987700056bda338,1,1,3,-0.75
01ef79967fc8d23a9bb8df53bf820b3f,1,3,3.8571428571428571,0.21428571428571428571
01f302980181fb494f4524da6f6e62ea,1,1,6.1111111111111111,1.2222222222222222
01f398a9ce43b0910dcdce145f17f761,1,1,1,-3
01f43cf905bc37f425c19c1bee3979a4,1,2,1.8067226890756303,-1.7563025210084034
01f6b8e7b4e803f8d95f00a4be3a7239,1,1,2.5,-1
01f6c1d0375303d0d55e5aeb875cdf59,3,3,3.0334928229665072,-0.65550239234449760766
01f8343e378b1ae8d0b66c992e7f7563,1,1,1.8333333333333333,-2.6666666666666667
01fbfea89bc39920f9f35c8f16a42c7c,1,1,1.8333333333333333,-2.3333333333333333
01ff90d7ce2ca6b9fc84418f1727ef1d,3,4,2,-0.93877551020408163265
0207ceaa30eeb7df0c51ed30959480ec,1,1,2.0512820512820513,-2.4358974358974359
020d068111d8e002c88f6d7316dd131a,1,1,2.2857142857142857,-0.57142857142857142857
020e763d3cbe1f3a58aca1587cbdda75,1,1,3,-0.66666666666666666667
021123d53714a8c7bbbf9015a755dc76,1,1,4.1666666666666667,0.58333333333333333333
021abae3121d08e68ec099d8a2a7531d,1,1,3,1
021b8947656eb84e4c641506215777c8,1,4,2.3908893709327549,-2.1670281995661605
021dc8a02db486be71b957e17dd996d6,1,1,2.4545454545454545,-0.90909090909090909091
021de1d3005e39b3eab3f7591231696b,2,2,1.8776371308016878,-1.7172995780590717
0220329739741cb41edb31dada5a3aec,2,2,4.75,-1.75
0220922634b6650e23c431eb31d9f352,1,1,2.0555555555555556,-1.6111111111111111
022199896b1f52952c180b60caa681bd,1,1,8,4
0226aa5193c66d9906300c6cf2bc45df,3,3,1.6685393258426966,-1.1797752808988764
022823b8aa03cffdb1189da300c18b25,1,9,1.6198547215496368,-1.0435835351089588
022a50d5a53f9f27b285e58d37441bdd,1,1,1.2857142857142857,-3.6428571428571429
022bcf9acc04feb86a6a0435ead93feb,1,1,4,1
022d12a47ea602d7f0e634a7c214fb6d,2,2,2.5384615384615385,-1
022ff93c542e99ed39d41ef036e91743,1,1,3.875,1.375
022ffa50f53804ca2b82e2e9bd921d65,1,1,3.5,1
02323eaa86b0b8c52913bee4b0415965,1,2,3.4366197183098592,-0.5774647887323943662
0236be6e04a4916f04215374f9c83ac5,1,1,3.2,0
02379a9737c094044bacbcb80d8654dd,1,1,4,1
023b243fb8f7cb692695b629c9e2b1c8,1,1,2,0
023e6ab858003d6ff00592486941ba1c,1,1,2.4,0
02438b4170babe7f1aca4a409d7d7803,1,1,2.5,-1.5
024cd885f9b00e7ee6b9cd521b08cf8f,1,1,2.0117647058823529,-1.7058823529411765
024ffb787a26309b8e545c9fd279e8d3,1,1,2.0428571428571429,-1.7285714285714286
02522a2b2726fb0a03bb19f2d8d9524d,2,6,3.2428026023608243,-1.09141376757957068838
02561202cc074e8f025c5fa81209e671,1,1,5.5,0.75
025802ed8612924793362017cb66213d,1,1,2.5,-0.7
025a1096c8c51d075a714af055eb0f53,1,1,4,0
025d5dcf6672b592a16f4533d4249bd8,1,1,5,2
025e2ee38b36924b0fdc41ea8e290222,1,1,1.3333333333333333,-2
0261d99912e53189364ba7bdb1b952b4,1,1,3.1111111111111111,-0.55555555555555555556
0261e64535a06835174e63220dc8b9b8,1,1,6,0
0266021a5ad6cc0ee9f536021b3cbb1d,1,1,1.25,-2.5
0266e33d3f546cb5436a10798e657d97,2,2,2.202248126561199,-1.6980849292256453
026947ba375f344b921f7c825ec784c1,1,1,7,4
026e4ab9d68f3537b91f1930471a999c,1,2,2.2311557788944724,-2.1005025125628141
0274159d77304d423b87621f013e5961,2,2,4.75,-0.5
027be96416a8e0804e6c6086db6770c2,2,8,2.1565523306948109,-0.28232189973614775726
028317b204a2c6dc0fb9a9357ec4a246,4,5,1.6644736842105263,-1.0460526315789474
028437bbd96d8f46126ea2bea318dcd2,2,2,2.6134020618556701,-1.654639175257732
0288d7a6b4abf3b1227b9e4955251ec3,1,1,3,-1
028bc2ada185ef84c7c64afa42793352,2,4,2,-1.5801526717557252
028bc364cd0eb4f3ca0ffa101746f6b2,1,1,2.7222222222222222,-0.66666666666666666667
028e7cccc08d94601ba3e9407c743c7f,3,4,1.4273255813953488,-2.0465116279069767
0291fd85422559cef53644838ad97856,1,1,4.6666666666666667,1
0296180846117c18b191f21af98bc49e,1,1,1.5,-3.8333333333333333
029965943be49743e54fa5fdc79f8702,1,2,4.6896278701504355,0.4481393507521773555
029b11c359457f2b48fb231a1fd6aaa9,3,4,1.3862433862433862,-2.328042328042328
029c9620d62685fb5fc8ce8b375f13d5,1,1,3,1
02a03f97877f4f58c8bc1ddff733e520,2,2,2,-0.82352941176470588235
02af07ab8a2782c8790a015fb912f677,3,4,3.272,-0.44
02c027cdcb67dcd4d033940e372408e2,1,2,5.3333333333333333,-0.26666666666666666667
02c1dd6ad234773aeffd7f7067784d58,1,1,2,0
02c29fad5f164d62227212fbb95e02f1,1,1,3.25,-0.5
02c58440b2bea0e21e90be5f34100066,1,1,5,1
02c5ca1f49bb6fc158a249e1cda1a772,1,1,4,0
02c67469a81aad902984219aeed24eb9,1,1,1,-3
02c80ff92df5e512660a90b412f17020,1,1,3,0
02cb27fa25e1f207c1df3f4bd78d1aab,1,1,6,3
02cb7d6daaf8d934967f1b9e981ac77c,1,3,1.7142857142857143,-1.7142857142857143
02ce4d28da7269c48a396bd31d0fa0f8,1,1,1,-1
02cea8cdf66947c12e2d704f2321dc0b,1,1,3.5764705882352941,0.08235294117647058824
02cf7b95eaf630256990316ef6d5bcb3,1,1,3,-0.2
02d4016117549d136b3826efc811aca7,4,12,1.0769378117333294,-3.0407270155378574
02d4dfeefcfd17c7de0422dc60cde600,2,2,2.2266666666666667,-1.4866666666666667
02db8e8e8d3c08f3a57cc6db3876f942,1,1,2.2857142857142857,-2.4285714285714286
02dbe7f07a799718d80ddf18d709bdc2,1,1,1.2272727272727273,-2.8636363636363636
02e084667725030cc0388563c530b1ba,1,1,4,-0.25
02e21fb779dbb8b83fd0b59d5c1aa47a,1,5,1.9058355437665782,-2.2970822281167109
02e224a227567e5bec151ae71b0b0d35,2,2,1.78,-2.44
02e253a6d618f5bb63be3a33904bc3e2,1,1,1.2,-3.6
02e6120e4959b0e4f86d16e2ef8f921d,1,1,3.5,0.5
02ea66ee24d57e28534493c0c161231d,2,2,2.0769230769230769,-0.61538461538461538462
02ed9c2c6ac524773f6972412bf5ed0a,1,1,2.3333333333333333,-2
02f15a7d0b3f55dc3fbea6d38b62c52d,1,1,3,0.625
02f74a37dab3d8309729529ecb330808,1,1,5.5,2
02f95f91ee1d5973115fb76229aadc81,1,1,1.891304347826087,-1.786231884057971
02fae1165420fe30b5717e461d4bc7b3,1,1,2.5,-1.5
02fce00eb4a9c52051d6fb0898ffdb70,1,1,1.1666666666666667,-2.6666666666666667
02fdc882e63c8fb40aa8a683c9bc06d7,1,1,0.76102941176470588235,-2.7316176470588235
02feb632746afa80df6fa5313cb03684,1,1,2,-1
02ff9da844ffbab5c01c0cd06386b958,1,1,2.2096774193548387,-1.5161290322580645
03051b60c38656fc7f20d77dc98cdc12,1,1,2.1645569620253165,-1.1772151898734177
0305dbb6fd6621116a603f1b834043ac,1,1,1,-3.5
030610744bf18ba3e8df369e2c8a151f,1,1,1.6785714285714286,-1.3928571428571429
03076e3b90d12de9d57a4c128aa07c67,1,1,3.5,-1.5
0308c95fe00bbe70c4c2de400d9a180d,2,5,1.4231311706629055,-1.922425952045134
030d985224c7b144b7d3f3e57e912ed8,1,2,2.5,-1.1666666666666667
030edddd0ca4a6ba5dcda94f3a933ecf,1,1,2.3333333333333333,-1.4166666666666667
0312c4b8f08be04fc109109fba92a7b0,5,6,3.2950819672131148,-0.14754098360655737705
0315243c468b238bf15c230c774c9791,1,1,1.625,-1.875
0322b0ce982b6f52251120354553b363,1,2,1.8,-1.8
0324be792c672a761dc1b2401f97e4f5,1,1,4.75,1
03271d336bfb3035b0d8bd034c6b2f76,1,1,2.4728682170542636,-1.0930232558139535
032a62ddeb57eddbe3e2c5936b034c32,1,1,2.5,-1.5
032f0075b21fb3b2c95078a08cf3bb6f,1,1,1.6,-2
0330b8ea26c279e5843c655505ccf404,1,1,3,0
0336dcbab05b9d5ad24f4333c7658a0e,1,4,1.4782608695652174,-1
0337b072bf67d2d155103851a4f90466,2,2,1.5384615384615385,-3.6153846153846154
0338ea8963bc3aa3f00ee3863d28223e,1,1,5.25,1.25
033c253e16760c3b1de8b9c807e10bf7,1,1,4,0
034644b950c6bc1f2a61eae2b112abdc,1,1,3,-1
034b5739b8815266824c8a8cb0a372d7,1,1,2,-1
03532a2b294e6bb492070cf1190df486,1,1,0.23076923076923076923,-2.4615384615384615
0359f3653b20ee2edfa3cc67ecefc35a,1,1,2.0217391304347826,-1.6739130434782609
035ca5b91579a71f324abba7c61ecbbd,1,1,3.4718085106382979,-0.0159574468085106383
035f0aedbb1e751735358fe9f0cc60a6,1,1,2,-1.5555555555555556
035f5a5a474f2131ccbfe12d0a0fa0af,1,1,1,-3
035f7e350125e55157e9f3fe1e6f4f4e,1,1,2.6666666666666667,-0.22222222222222222222
0366cd91ea30dd83c73415b64afda334,1,1,1.75,-3.25
0367c7fbf44f81ee71fcc18f6e748fcc,1,1,3.2352941176470588,-1.1764705882352941
036c4138a999055ab7fc69387ba40abb,1,1,1,-2
036ec4b05c8d3ea62468e54c97cea95e,1,1,1.9813471502590674,-1.6576856649395509
036efd498a7ed0c32b04e1d663965bd9,2,3,2.3867924528301887,-1.0754716981132075
036f136636d1c5fd25175138d19b8246,2,2,1.1875,-3.375
038122904bbc10351b63a41e45c22daf,1,1,5.5,2
0383aa006955b67fb5d9110bc2522d8f,1,2,3.3,-0.26666666666666666667
0387e752de768f5209f20749c0d910ad,1,2,2.0222222222222222,-2.8333333333333333
038831681b99600e276ab9b8c4e95ef0,1,1,3.6754385964912281,0.18421052631578947368
038b9f8fdbd3fcf9694eddff74966b60,1,1,2.2,-1.16
0390d17683e77e7e9d8c923134b1f5a1,1,1,1.9222222222222222,-2.8666666666666667
0399b855bc5c1ac5bf971203d0cf4c52,1,1,2.4705882352941176,-2.2352941176470588
039b28c0e2a52524890797e9e0f29899,1,2,3.5,-0.09285714285714285714
039b9f5c48fb1bbea76b82b43d43ea74,5,14,1.5281467425679949,-2.1166982922201139
03a06cf8c363c2ccf43fd78620878a93,3,4,2.4108761329305136,-1.3655589123867069
03a07d614ab1040c167f45a3560de124,1,1,1.4523809523809524,-2.3095238095238095
03a7e3dfdf6d3742b8bca35450deb12b,1,1,1,-3
03abddc67647f4283654c0503482e74b,1,2,2.5555555555555556,-1.8888888888888889
03ba283fed2772f4e477eea4f0f236b8,1,2,1.6297335203366059,-1.9438990182328191
03ba5d20878fafa67599b7fd60a6fb7f,1,1,2.7619047619047619,-0.76190476190476190476
03bc19ec6e540a6533b138f2160e1f45,1,1,1.6033755274261603,-2.2109704641350211
03bff91714bd96b57066016531994c36,1,2,4.5,-2.4166666666666667
03c18fa96b91843e1e4cd3de3abff4cf,1,1,4,1
03c1cea957664c18285af100f97de672,3,4,1.9929577464788732,-0.67605633802816901408
03c2e5ba2237492b40ec20354a9a4f03,1,1,1.7644927536231884,-1.891304347826087
03c43589452000a51ef6f564776020a2,1,2,2.3529411764705882,-2
03c60b7fc8519077914166ebcfbd6a34,1,1,2,-1.8571428571428571
03ce0331cbd983f1689e1eea65561cac,1,1,2.4186046511627907,-0.51162790697674418605
03cec7ed0d6338a4723dde36cd373f93,1,3,3.4901960784313725,-0.50980392156862745098
03cfd2a73b1dd178597626cefc834d77,1,1,5,1
03d015a5f7a729b37c5f35c89516c4b2,1,15,2.9508881922675026,-3.5245559038662487
03d43fdf92b0155912c46d8cea46a874,1,1,2.6,-1.7333333333333333
03d6eca3411c476c682d10e85428c967,1,2,1.3333333333333333,-2.4393939393939394
03d8a1edcf4501ab378313b04c24afa2,1,1,2,-1.5
03da11bcf3f19cb55f1bc0edb4e6ec6f,2,2,1.375,-2.375
03dbe0d4967e6c43aec34a6c27a0f30e,1,3,1.5604395604395604,-2.3626373626373626
03e062d9f92027490903f1d2a49da9b9,7,21,2.1422797089733226,-1.4898949070331447
03e3685ec5e4518558e64360a570cc34,1,1,2.0181818181818182,-1.5696969696969697
03e6590e4c076c4f58de4bf85811d640,1,1,2.5,-2.4285714285714286
03eabf7adadc26d8ac68787d4afffe54,1,1,4,-1
03f0142bdc8116a585676a7b55dcd8cb,1,2,1.0892857142857143,-2.3035714285714286
03f297d7a2bf59726aeee7116dff5ffd,1,1,3.316793893129771,-3.0038167938931298
03f376d7abf98e821724450b9a1abab8,1,1,3,-7
03f396a359ef22a21e37b7b45f4d9979,1,1,2,0
03f3f6c6fc5282947fec976a86c76c58,1,1,1,-1
03f57b074583e64fb2415500efc0556e,1,1,0.5,-2.5
03f68714dba796f8d6b268029d0e62c4,1,1,1.4725738396624473,-2.0843881856540084
03f79f537091922ce04021b6dd8c0d1a,1,1,1.1555555555555556,-3.0888888888888889
03fcb1b305029b58d302e2ce53be9e0f,1,1,4,0.5
03ff8da0245c26db758dea3fe5c40fb4,1,1,1.7417582417582418,-1.9340659340659341
040a3a0554ce1053aa2fac88b12d538b,1,1,2.0714285714285714,-1.5714285714285714
040a854a0b27cd1c078805a443650ed1,1,1,0,-4
040c46d8f724cba41e33a18b108df7bd,1,2,1.0221105527638191,-2.5256281407035176
040db528beb4363ffd607bd2bca4abb8,1,3,2.2,-1
040ee49d6079294efb32b0113feeb347,2,2,0.92391304347826086957,-1.9076086956521739
0410ea4a0704705b2cd06eea8508dac1,4,7,2.3146067415730337,-1.1235955056179775
0410f7a88c51cc43c5b987d4caf2406a,1,7,4.3907539900935608,0.79196477710511832691
041a20e0e224e50592113fc59f57e1a5,2,4,1.987012987012987,-0.96103896103896103896
04215c1ad3aaff3ed175446d2ea3c0f2,1,1,1.7630057803468208,-1.0346820809248555
0422806ff5b272edd98b2e11a2fc3a4f,1,1,3.5163979988882713,-1.4113396331295164
042a8bf1fe64a41a6f1c4c29e013726f,1,1,1.3947368421052632,-1.7105263157894737
042b0f3dc6ef1da5755f972bcce7c1cc,2,3,1.6615384615384615,-2.1230769230769231
042d5795f8a89756d19c4d5aff933e18,2,2,2.8333333333333333,0.33333333333333333333
042d8ee246be5baeae6562d84284c5cf,4,6,2.8260869565217391,-1.1304347826086957
0431441993821e0ae9b64e7610eea11a,1,1,3,0
0431999ef5d359849efb68c44068143b,1,1,1,-2
